gene_name	IMMU.BC2.0118.FIXT.01.RNA.01	IMMU.BC2.0140.FIXT.01.RNA.01	IMMU.BC2.0145.FIXT.01.RNA.01	IMMU.BC2.0151.FIXT.01.RNA.01	IMMU.BC2.0159.FIXT.02.RNA.01	IMMU.BC2.0163.FIXT.01.RNA.01	IMMU.BC2.0166.FIXT.01.RNA.01
MIR4789	0	0	0	0	0	0	0
MIR4431	0	0	0	0	0	0	0
RN7SL630P	1.456677	1.152466	0.671487	1.43426	0.836313	0.356591	1.00818
AC015818.5	0	0	0	0	0	0	0
AC015563.2	0.043656	0.021614	0.088281	0.087702	0.064341	0.158458	0.034458
MIR5691	0	0	0	0	0	0	0
AC124804.1	0.01778	0	0	0.002422	0.003135	0.00214	0.019398
MIR5092	0	1.724705	0	0	0	0.548768	0
AC005549.1	0	0	0	0	0	0	0
SNORD92	2.598163	3.627751	2.597558	2.15717	5.112092	19.095117	2.182155
MIR5089	0	0	0	0	0	0	0
AC068512.1	0	0	0.018441	0	0.007905	0	0.025698
MIR4780	0	0	0	0	0	0	0
MIR548W	0	0	0	0	0	0	0
MIR4327	0	0	0	0	0	0	0
AC011825.4	0	0.129394	0.125298	0.073049	0.126599	0.30636	0.33339
AC087301.1	0.477665	0.498407	0.778679	1.234896	1.367862	0.465917	1.055914
MIR3160-1	0	0	0	0	0	0	0
AP005901.3	0.058345	0	0	0	0	0	0
AGAP12P	0.368972	0.801201	5.788128	0.771964	2.353581	0.191252	5.383671
NCOR1P2	0	0	0	0	0	0	0
MIR4792	0	0	0	0	0	0	0
MIR1273E	0	0	0	0	0	0.442293	0
RN7SL262P	0	0	0	0	0	0	0
PMM2P1	0	0	0	0	0.023096	0	0
AC015688.3	0	0	0	0	0	0	0
AC068418.2	0.006967	0	0.004278	0	0.003677	0.00251	0.005999
AC004253.2	0	0	0	0	0	0	0
RN7SL622P	0.131659	0.111384	0.065701	0.110186	0.21538	0.136914	0
AC145343.1	0.167528	0.108669	0.999939	0.085081	0.268443	1.197884	0.49375
MIR548S	0	0	0	0	0	0	0
MIR4765	0	0	0	0	0	0	0
PPY2P	0	0	0	0	0	0	0
MIR4419B	0	0	0	0	0	0	0
MIR4692	0	0	0	0	0	0	0
AP002409.1	0	0	0	0	0	0	0
AC010761.2	0.22142	0.191953	0.538344	0.081821	0.546762	0.286905	0.399891
MIR3622B	0	0	0	0	0	0	0
RN7SL664P	0.530293	0.73072	1.061196	1.205035	0.618733	2.102071	0.215023
MIR3691	0	0	0	0	0	0	0
MIR4655	0	0	0	0	0	0	0
AP001496.2	0	0.016085	0.046976	0.074069	0.016928	0	0.024045
MIR4484	0	0	0	0	0	0	0
RN7SL246P	2.933895	1.643231	1.894301	1.613737	4.208469	0.538163	3.947173
AC007922.2	0.377445	0.961484	0.614969	0.282012	1.549256	0.13154	0.710622
FTLP12	0.15206	0	0.081523	0	0.045715	0.180522	0.216139
C1QTNF1-AS1	0	0.037397	0.12008	0	0.848207	0.105686	0.106585
RBM22P1	0	0	0.007255	0	0	0	0.030131
MIR4510	0	0	0	0	0	0	0
AC090774.1	0	0	0	0	0.080007	0	0
AC005332.1	0.921361	0.897751	1.414847	0.855566	1.51239	1.148608	1.17906
AC091027.1	0	0	0	0	0	0	0
MIR3942	1.268745	0	0.36701	0	0.710706	0.398583	0
GJA5	2.915217	3.94425	5.058623	5.896518	1.612205	3.996238	10.925243
MIR4731	0	0	0	0	0	0	0
MIR3153	0	0	0	0	0	0	0
AC026474.1	0.33109	0.85914	0.821108	0.605039	0.640776	0.452938	1.704667
AC011824.1	0.034978	0	0	0	0	0	0
AC134669.1	0	2.421557	0.3113	0.14613	2.146895	0	0.162948
AC068594.2	0.190467	0	0.017829	0.075932	0.090405	0.020091	0
RN7SL200P	2.86819	1.63413	3.572095	2.151499	3.152626	1.759944	5.508147
AC011824.2	0	0.067938	0.020949	0.030126	0	0	0
AC004448.3	0	0	0	0	0	0	0
AC016866.2	0	0.039375	0	0	0	0.051098	0
MIR3190	0	0	0	0	0	0	0
MIR5687	0	0	0	0	0	0	0
AC124283.4	0.049335	0	0.026524	0	0	0.0294	0
MIR3192	0	0	0	0	0	0	0
AC005899.3	0	0	0	0	0	0	0
MIR4301	0	0	0	0	0	0	0
RN7SL451P	0	0	0	0	0	0	0
MIR133A1HG	0.003029	0.022272	0.009315	0	0.041642	0.069287	0.018298
MIR548AM	0	0	0	0	0	0	0
SNORD53	0	0	0.582831	0	1.153082	0	0.824091
TSPOAP1-AS1	0.515304	4.125354	1.11513	0.777269	8.471962	0.557802	2.055049
MIR151B	0	0	0	0	0	0	0
LRRC37A7P	0.578635	0.094785	0.131396	0.444857	0.105319	0.102764	0.144418
MIR5003	0	0	0	0	0	0	0
CDRT8	0	0	0	0	0	0	0
MIR2681	0	0	0	0	0	0	0
MIR4307	0	0	0	0	0	0	0
AC005726.4	0	0	0.055015	0.083811	0.092335	0.059072	0.070897
RN7SL667P	0	0	0	0	0	0	0.142044
MIR4262	0	0	0	0	0	0	0
AP005202.1	0	0	0	0	0	0	0.084507
MIR3202-1	0	0	0	0	0	0	0
MIR4728	0	0	0	0	0	0	0
AP000894.2	0	0.006917	0	0	0	0.002375	0.00568
MIR4790	0	0	0	0	0	0	0
MIR4674	0	0	0	0	0	0	0
SRP72P1	0	0	0	0	0	0	0
SNORD3B-1	1.43648	7.308432	2.404531	6.437206	7.930799	0.442205	13.759018
AP001496.3	0	0.034963	0.040832	0	0.017402	0.070379	0.070139
ANXA8	0.016075	1.697258	1.249446	1.935796	0.277614	15.494741	11.257403
MIR3923	0	0	0	0	0	0	0
AL359922.2	0	0.040821	0.015933	0	0.009123	0.018657	0.100386
MIR4312	0	0	0	0	0	0	0
MIR4677	0	0	0	0	0	0	0
RBP3	0.002992	0	0.00184	0	0	0.00216	0
AC090772.2	0	0	0.019301	0	0.032622	0	0
AC010761.3	0.042304	0	0	0	0.038944	0	0
AC004687.1	1.260442	14.319462	3.163298	4.576756	39.237828	2.059402	0.875667
MIR4486	0	0	0	0	0	0	0
MIR3684	0	0	0	0	0	0	0
MIR4269	0	0	0	0	0	0	0
AC090358.1	0	0	0	0.122999	0	0	0
AC103810.2	0.762052	0.812094	1.128396	2.833938	1.634087	5.958189	1.058289
AC079336.2	0.785552	1.012189	0.982673	0.633867	1.298233	0.34552	0.909059
MIR548AI	0	0	0	0	0	0	0
MIR4699	0	0	0	0	0	0	0
ABBA01006766.1	2.000501	0	0	0	0	0	0
SNORD84	0	0	0	0	0	0	0
MIR3142	0	0	0	0	0	0	0
AC114689.2	0	0	0.013439	0	0	0	0
RBM8A	36.126389	46.866392	77.157832	40.947532	70.544911	31.821334	124.636686
IGLJCOR18	0.056126	0	0.02977	0	0.050034	0.065643	0
AC129926.1	0.273713	0	0	0.242723	0.057989	0.42569	0.208322
MIR4472-1	0	0	0	0	0	0	0
MIR4288	0	0	0	0	0	0	0
MIR3132	0	0	0	0	0	0	0
MIR4446	0	0	0	0	0	0	0
AC015917.2	0.043169	0.161885	0.258805	0.136517	0.039651	0.209774	0.407997
AP005263.1	0	0.054165	0.094603	0	0.060406	0	0.139616
MIR4686	0	0	0	0	0	0	0
RN7SL74P	0.331489	0.568919	1.421457	0.166531	0.458761	0.763322	0.634225
AC027575.1	0	0	0	0	0	0	0.004105
TRMT112P3	0.076969	0.068297	0.079042	0.118584	0	0.042999	0
AC124066.1	0.084107	0.164973	0.218378	0.068403	0.191476	0.289666	0.296885
AC233702.5	0	0	0	0	0	0	0
RN7SL693P	0.12771	0.108307	0	0	0	0	0.080894
PGDP1	0	0	0	0	0	0.006947	0
CLUHP6	0.033495	0.016842	0.009836	0.054072	0.016774	0	0.013529
MIR3935	0	0	0	0	0	0	0
AC005828.4	2.40433	0.444666	0.99538	1.112446	0.874406	0.17884	0.508863
MIR4770	0	0	0	0	0	0	0
AC005726.5	0.168074	0.127852	0.124504	0.022666	0.22684	0.047917	0.103142
AC104996.1	0	0	0	0	0	0	0
MIR4710	0	0	0	0	0	0	0
ARGFXP2	0.016565	0	0.029203	0	0.016602	0	0.013392
FEM1AP2	0.034097	0.007081	0.016595	0.011108	0	0.019537	0
AC132812.1	0.035936	0	0.04218	0.029051	0.017927	0.0242	0.028968
MIR548AD	0	0	0	0	0	0	0
AC099850.2	0	0	0	0	0	0	0
MIR3650	0	0	0	0	0	0	0
MIR3195	0	0	0	0	0	0	0
LINC01476	0.028909	0	0	0	0	0	0.010776
RN7SL199P	3.731635	8.355531	13.26668	2.658362	9.81417	1.2577	6.749524
AP005059.2	0	0	0	0	0	0.041976	0
RN7SL847P	0	0	0	0	0	0.070843	0.085229
MIR4263	0	0	0	0.739991	0	0	0
MIR3118-2	0	0	0	0	0	0	0
RN7SL411P	0	0	0.054333	0	0.091174	0.350194	0.210139
MIR548AB	0	0	0	0	0	0	0
MIR4524B	0	0	0	0	0	0	0
MIR3137	0	0	0	0	0	0	0
AC130324.2	0.143533	0.083612	0.211149	0.1147	0.220199	0.036783	0.065999
AC079336.3	1.011547	1.462458	1.697728	1.342037	1.257916	0.359829	1.192783
OR4K7P	0	0	0.089461	0.013791	0	0	0
AC011933.3	0.357486	0.063893	0.258978	0.055304	0.124141	0.121103	0.193575
MIR5188	0.601106	0	1.040701	0.484122	2.006235	0	0
MIR4291	0	0	0	0	0	0	0
AC118755.2	0	0	0.107472	0	0.183015	0	0
LINC01899	0	0	0	0	0	0	0
TIMM23	19.531015	20.076731	30.647471	21.24175	28.960379	33.217846	50.387198
MIR3136	0	0	0	0	0	0	0
AC004147.4	0	0	0	0	0	0	0
MIR4493	0	0	0	0	0	0	0
AC004231.3	1.499952	0	0	0.219678	0	0	0
GLUD1P2	0.311806	0.614335	0.480877	0.183377	0.396401	0.308462	0.933125
MIR4476	0	0	0	0	0	0	0
PCAT18	0	0.010641	0.536043	0.037436	0.026736	0.003645	0.008838
MIR4682	0	0	0	0	0	0	0
MIR4675	0	0	0	0	0	0	0
MIR3180-2	0	0	0	0	0	0	0
LINC01908	0	0	0.237026	0	0.066746	0	0.371683
MIR4679-2	0	0	0	0	0	0	0
MIR466	0	0	0	0	0	0	0
AC012572.1	0	0	0	0	0	0	0
AC079070.1	0	0.033937	0	0	0.06679	0	0.053098
RN7SL219P	0.564211	0.193321	0.334288	0.084934	0.187043	0.239183	0.932968
RN7SL391P	0	0	0	0.09453	0	0	0.233297
MIR4999	0	0	0	0	0	0	0
MIR4252	0	0	0	0	0	0	0
AC084125.4	1.464531	1.285756	0.874509	0.791255	1.466377	0.331544	1.023222
AC104984.2	0	0	0	0.052003	0	0	0
MIR3944	0	0	0	0	0	0	0
MIR3128	0	0	0	0	0	0	0
AP005329.2	0.00781	0.05655	0.070885	0	0.056712	0.049552	0.131668
AC005244.2	0	0	0	0	0.047085	0.015784	0
AC093484.3	0.727284	1.975378	2.81624	2.172592	2.23833	2.863813	10.388995
RSL24D1P9	0.046479	0	0	0	0	0	0
MIR4324	0	0	0	0	0	0	0
AC009084.1	0	0.264507	0	0	0	0.119404	0.078232
AP001094.2	0.381906	0.337352	0.415983	0.254736	0.623272	0.346057	0.236444
AC099850.3	0	0	0	0	0	0	0
AP005119.2	0	0.069357	0.11346	0	0.055431	0	0
MIR4261	0	0	0	0	0	0	0
MIR4779	0	0	0	0	0	0	0
MIR4459	0	1.295583	0	0	0	0	1.058052
MIR4684	0	0	0	0	0	0	0
MIR4652	0	0	0	0	0	0	0
AC005909.1	0.020346	0	0	0	0	0	0
AC006441.2	0	0	0	0	0	0	0
MIR4782	0	0	0	0	0	0	0
MIR4308	0	0	0	0	0	0	0
MIR4447	0	0	0	0	0	0	0
MIR3121	0	0	0	0	0	0	0
AP005212.1	0	0	0	0	0	0	0
RN7SL811P	0.111269	0.095425	0.226786	0.251432	0	0	0.425381
MIR3941	0.684399	0	0.397962	0	0.778122	0	0
AC127024.3	0	0	0	0	0.044036	0.029021	0.104226
MIR4733	0	0	0	0	0	0	0
AC005703.3	0	0	0	0	0.061789	0	0
MIR4502	0	0	0	0	0	0	0
AC012447.1	0.02602	0.229075	0.192923	0.10419	0.20146	0.134879	0.383161
MIR3682	0	0	0	0	0	0	0
AC026254.1	0	0	0	0	0	0	0
MIR3672	0	0	0	0	0	0	0
AC132938.3	1.067617	0.672253	1.73389	0.503208	0.519803	0.848984	1.262276
AC015910.1	7.853518	3.675836	0.009419	3.419134	0	0	0.057426
MIR3680-1	0	0	0	0	0	0	0
MIR4768	0	0	0	0	0	0	0
POLR3KP2	0.186386	0.0812	0.046918	0	0	0	0
MIR548AQ	0	0	0	0	0	0	0
AC022655.2	0	0	0.048806	0	0	0	0
AC010761.4	0	0.111728	0.108313	0.031229	0.0731	0.169638	0
AP000915.2	0.497155	0.597849	0.908019	0.11731	0.224681	0.147966	1.133745
AC107982.3	0.757936	0.589272	0.988357	0.522997	2.190485	0.471396	1.383712
DTX2P1-UPK3BP1-PMS2P11	6.891122	12.052487	10.294823	7.194517	9.739548	5.347089	18.883766
KRT18P55	0.027177	0	0.0085	0.007422	0.009422	0.029886	0.035565
MIR4443	0	0	0	0	0	0	0
AC091691.2	0	0	0	0	0	0	0
LINC01915	0.01731	0.204267	0.132185	0.073668	0.667401	0.019182	0.625742
RN7SL518P	0.253513	0.430264	0	0.189258	0.103996	0	0.07948
AP001021.1	0	0	0.080934	0	0	0	0
AC005358.2	0	0.011036	0.021552	0.014327	0.003702	0	0.039256
AP001178.2	0	0	0.046658	0	0	0.100796	0.060456
RNF115	8.09522	9.208711	14.84297	5.270448	17.388601	20.922251	24.522066
AC005304.2	0.006947	0.007135	0.053534	0.00562	0.007161	0.014622	0.058665
AC100778.3	0.066036	0.190184	0.073827	0.078905	0.124871	0.020792	0.049752
MIR3156-2	0	0	0	0	0	0	0
MIR1269B	0	0	0	0	0	0	0
MIR4435-1	0	0	0	0	0	0	0
MIR4436A	0	0	0	0	0	0	0
AC020558.2	0	0	0	0	0	0.013889	0.016611
LINC01892	0	0	0	0	0	0	0
AC015922.2	0	0	0	0	0	0.045305	0
MIR548V	0	0	0	0	0	0	0
MIR5697	0	0	0	0	0	0	0
MIR4304	0	0	0	0	0	0	0
MIR5690	0	0	0	0	0	0	0
FCGR1CP	0.941646	1.640355	1.692567	0.395532	1.028152	0.281472	0.452119
AC114689.3	0	0.004578	0.010718	0	0.018414	0.006276	0
RN7SL475P	0	0	0	0	0	0	0
MIR3180-1	0	0	0	0	0	0	0
MIR4421	0	0	0	0	0	0	0
MIR3164	0	0	0	0	0	0	0
H3F3BP2	0	0	0	0	0	0	0
AC015845.2	0.124419	0.039024	0.183417	0.032828	0.114783	0.151992	0.066886
AA06	0	0	0	0	0	0	0
AP005403.1	0	0	0	0	0.155626	0	0
AC217774.1	0	0	0.065733	0	0	0.097999	0.117277
AC104961.1	0	0	0	0	0	0	0
AP005271.1	0	0	0	0	0	0.068621	0.041096
LINC01903	0	0.006531	0	0	0	0	0
LINC01984	0	0.093628	0.053999	0.246596	0	0.058018	0
MIR3918	0	0	0	0.633839	0	0	0.637837
RN7SL652P	0.329205	0.376882	1.140991	0.579111	1.641127	1.342412	2.451619
MIR1268B	0	0	0	0	0	0	0
PIGPP4	0	0	0	0	0	0	0
MIR3143	0	0	0	0	0	0	0
RN7SL605P	0.503259	0.640989	0.430478	0.282012	0.516419	0.066105	0.473748
AC138761.4	0	0	0	0	0	0	0
WDR45BP1	0.269022	0.227013	0	0	0	0	0.012173
AC023301.1	0.170894	0.126952	0.066858	0.039794	0.420713	0.190897	1.323891
MIR3978	0	0	0	0	0	0	0
MIR5708	0	0	0	0	0	0	0
AP000275.2	0.165461	0.412288	0.671684	0.696483	0.063342	0.249726	5.567606
NPM1P45	0	0	0	0	0	0	0
MIR4756	0	0	0	0	0	0	0
MIR3659	0	0	0	0	0	0	0
MIR5707	0	0	0	0	0	0	0
MIR4471	0	0	0	0	0	0	0
MIR4695	0	0	0	0	0	0	0
MIR4539	0	0	0	0	0	0	0
AC011193.2	0	0	0	0	0	0	0
MIR548AG2	0	0	0	0	0	0	0
AC002094.2	0.013418	0.054538	0.023902	0	0.027227	0.018413	0.01101
MIR3139	0	0	0	0	0	0	0
AC104564.5	1.685022	2.33863	1.658469	0.610881	4.152551	0.495709	1.475219
AC139085.1	0	0	0	0	0	0	0
GLUD1P8	0	0.588225	0	0.993322	0.275012	0.489898	0.522411
BNIP3P3	0	0.065476	0	0	0	0	0
MIR3612	0	0	0	0	0	0	0
AC090415.1	0	0.096	0.067248	0	0.209957	0	0
MIR3929	0	0	0	0	0	0	0
AC119868.2	0	0	0	0	0	0	0
AC087399.1	0	0	0	0	0	0	0
TUFMP1	0.042951	0	0	3.56512	0	0	0
RN7SL279P	0	0	0.060614	0	0	0	0
MIR548AK	0	0	0	0	0	0	0
AC106037.2	0	0	0.054732	0	0	0.030289	0
MIR3151	0	0	0	0	0	0	0
MIR3690	0	0	0	0	0	0	0
MIR4664	0	0	0	0	0	0	0
AC005544.2	0	0	0	0	0	0	0
RARA-AS1	0.108026	0.47901	0.401633	0.301411	0.816705	0.452227	0.67672
MIR548AJ1	0	0	0	0	0	0	0
AC016382.1	0	0	0	0	0	0	0
AP000894.3	0	0	0	0	0	0	0
MIR4508	0	0	0	0	0	0	0
RN7SL708P	0	0	0	0	0	0	0
AC129510.1	0.711546	0.067874	0.079009	0.16971	0.033373	0.066565	0.079646
RPL17	345.902698	305.141352	341.962329	234.196278	861.301044	1044.478637	370.527724
MIR4267	0	0	0	0	0	0	0
SYPL1P2	1.234589	0.490912	1.840819	0.628604	1.763796	0.636988	1.077785
RN7SL378P	2.67046	0.858828	1.04529	1.508592	0.738678	0.53165	1.276142
MAFG-DT	1.940488	0.29234	2.961057	0.323915	0.330914	2.82656	1.968847
AC024614.2	0	0.063893	0	0	0	0	0
AC074143.1	2.406162	1.463687	1.610057	6.16905	0.723168	1.570411	4.16409
MIR4460	0	0	0	0	0	0	0
LINC01970	0.829258	0.205031	0.406219	0.198438	0.253251	0.715018	0.328884
AC026271.4	0	0	0	0	0	0	0
MIR4774	0	0	0	0	0	0	0
AC011824.3	0.034782	0	0	0	0.032704	0	0
LARP7P3	0	0.076037	0	0	0	0	0
MIR548AE2	0	0	0	0	0	0	0
AC005821.1	0.450296	0.060762	0.083528	0.42414	0.030558	0.058709	0.048212
SNORD53B	3.887304	11.216253	4.662647	0	3.459247	40.57636	4.120457
AC027216.1	0	0	0	0	0	0	0
AC023389.2	2.004567	1.704055	2.366587	1.565366	4.650735	0.933642	2.259652
AC103808.3	0	0	0.053297	0	0.030065	0	0.047961
MIR4681	0	0	0	0	0	0	0
MIR4284	0	0	0	0	0	0	0
MIR3144	0	0	0	0	0	0	0
RN7SL648P	56.454105	29.492795	36.376725	35.345453	30.632254	11.777564	25.62295
AP001099.1	0.265979	0.058701	0.077535	0.107128	0.056597	0.4445	0.030377
SNORA74C-1	0.493177	1.050207	1.198364	1.590773	1.640408	0.631422	0.152319
MIR4438	0	0	0	0	0	0	0
RN7SL5P	45.051973	27.972668	42.62528	29.020144	50.353386	18.90317	17.541915
AP006565.1	0	0	0	0	0	0.020601	0
AC104984.3	0.073167	0	0	0	0.034159	0.022751	0
RN7SL339P	0	0.096661	0.055715	0	0	0	0.074091
AC138207.5	0	0	0	0	0.053022	0	0.083136
MIR4427	0	0	0	0	0	0	0
RN7SL375P	0.556346	0.286276	0.330092	0	0.738678	0.649794	0.496278
KYNUP2	0	0	0	0.008854	0	0.022731	0.117785
AC135178.3	0	0.156809	0.037185	0	0.062887	0	0.392908
AC090772.3	0.642507	0.332428	0.397069	0.323018	1.195499	1.437535	5.478739
AC015878.1	0	0	0	0	0	0	0
AC010754.1	0	0.087353	0.034024	0	0.058103	0.009816	0
RN7SL444P	0.98762	0.847997	1.685386	1.654616	1.185261	0.875503	1.821244
LINC01900	0	0	0	0	0	0	0
ZNF488	0	1.775035	0.120428	0.009429	0.082013	0.301019	1.596351
CXADRP3	0.013737	0	0.072055	0.012244	0	0	0
MIR4506	0	0	0	0	0	0	0
AC004147.5	0	0	0.062334	0	0	0	0.027866
RN7SL624P	0	0	0	0	0	0	0
AC018413.1	0.049365	0.562053	0.210984	0.070534	0.201182	0.270782	0.040712
AC090415.2	0	0	0	0	0	0	0
AC006441.3	0	0.045672	0.265235	0	0.22316	0.0588	0.105592
LINC01906	0.084608	0	0.693072	0.066932	0	0	0
CYP4F35P	0.027397	0.333428	0.143003	0.26619	0.428368	0.113284	0.312778
NOS2P1	0	0	0	0	0	0	0
MIR4330	0	0	0	0	0	0	0
RNASEH1P1	0	0	0	0	0	0	0
AC127024.4	0.311806	0.17934	0.620975	0.15722	1.041549	0.167047	0.133629
AC005899.4	0	0	0	0	0	0	0
AC138207.6	0.425952	0.416701	0.28884	0.233201	1.172241	0.026653	0.217246
AC090844.3	0.021368	0	0.012489	0	0.056203	0	0.034296
AC022211.3	0.197172	0.887964	2.061977	0.970096	0.980744	0.756178	1.309264
AC069366.2	0.492517	1.203813	1.338926	0.300131	2.255209	0.54608	1.269404
RN7SL49P	1.335239	0.954271	1.705505	1.340983	2.216043	1.063339	2.126943
MIR4292	0	0	0	0	0	0	0
SEC22B	14.176077	14.258705	29.335433	10.639026	31.393503	9.20766	31.050977
MIR3907	0	0	0	0	0.381136	0.223532	0
RN7SL300P	0	0.084507	0.195225	0.221815	0	0.263131	0.18943
RN7SL376P	0	0	0	0	0	0	0
MIR1273G	0	0	0	0	0	0	0
FSBP	4.483571	1.754496	5.595767	1.640324	2.687365	0.904365	7.718329
EEF1E1-BLOC1S5	0	0	0	0	0	0	0
MIR3177	0	0	0	0	0	0	0
MIR4422	0	0	0	0	0	0	0
MIR3939	2.637216	0	0	0.533652	1.486268	0.834127	0
MIR548AG1	0	0	0	0	0	0	0
MIR3123	0	0	0	0	0	0	0
AC130289.1	0	0	0	0	0	0	0
CCND3P2	0	0	0	0	0	0	0
AC010761.5	0.120381	0	0.177199	0.270766	0.198351	0.253025	0.68346
MIR548X	0	0	0	0	0	0	0
LINC01029	0	0	0	0	0	0	0
AC100863.1	0	0	0	0	0	0	0
AC024267.4	0	0	0.014811	0	0	0	0
MIR4276	0	0	0	0	0	0	0
MIR4287	0	0	0	0	0	0	0
MIR3689D1	0	0	0	0	0	0	0
MIR4797	0	0	0	0	0	0	0
AL353996.1	0	0	0	0	0	0	0
MIR4514	0	0	0	0	0	0	0
MIR5704	0	0	0	0	0	0	0
MIR4495	0	0	0	0	0	0	0
AC007923.2	0	0	0.005326	0	0	0	0
MIR4516	0	0	0	0	0	0	0
MIR3174	0	0	0	0	0	0	0
MIR3689A	0	0	0	0	0	0	0
MIR4289	0	0	0	0	0	0	0
MIR4489	0	0	0	0	0	0	0
MIR3914-1	0	0	0	0	0	0	0
MIR4748	0	0	0	0	0	0	0
PDLIM1P2	0	0	0	0	0	0	0
RN7SL73P	0.315029	0	0.227788	0	0	0.332792	0.52312
AC060771.1	0	0	0	0	0	0	0
RN7SL783P	0	0	0	0	0	0	0
DSCAS	0.071564	0	0.039711	0.199108	0.033545	0.111496	0.133408
RN7SL311P	0	0.090776	0.052375	0	0	0	0.067598
RN7SL357P	0	0	0	0	0	0	0
AC233263.1	0	0	0	0	0	0	0
MIR4696	0	0	0	0	0	0	0
RN7SL96P	0.123959	0	0	0	0	0	0
AP000919.2	0	0.051825	0.01887	0	0	0.042476	0
AC024267.5	0.031582	0	0	0	0	0	0
AC037487.1	0.05379	0.011215	0.069014	0.033862	0.090184	0.01535	0.055132
AC015818.6	0.028978	0	0	0	0.104418	0.222447	0.135483
MIR3685	0	0	0	0	0	0	0
RN7SL543P	0	0	0	0	0	0	0
MIR4280	0	0	0	0	0	0	0
MIR5692C1	0	0	0	0	0	0	0
AC125421.2	0.03293	0	0	0	0	0	0
MIR5195	0	0	0.337245	0	1.297249	0	0
MIR3146	0	0	0	0	0	0	0
LINC00668	0.00571	0.023854	0.00348	0.211998	0	0.077539	0.00609
ARL2BPP1	0	0	0	0	0	0	0
AC032019.2	0	0	0	0	0	0	0
AC091042.1	0	0	0	0	0	0.350241	0.423504
UBE2CP2	0.285595	0.230702	0.939082	0.452366	0.26397	0.274759	1.943042
RN7SL577P	1.827594	1.202111	2.080337	2.272062	1.70015	1.031953	2.752107
AC090912.1	0.034111	0.097967	0.722437	0.159131	0.192842	0.34225	1.343589
LINC01387	0.031262	0	0	0	0	0	0
AC090312.2	0	0	0	0	0.120838	0	0
AC015878.2	0	0	0.428492	0.642341	0.065336	0.042408	0.459947
MIR4749	0	0	0	0	0	0	0
MIR4445	0	0	0	0	0	0	0
MIR4319	0	0	0	0	0	0	0
GACAT2	0	0.020067	0.023424	0	0	0.013408	0.096211
AC217774.2	0	0	0.019499	0	0	0	0
MIR4266	0	0	0	0	0	0	0
AC100830.3	1.429268	0.646492	2.297235	2.921521	2.643233	1.44583	1.467724
AC005828.5	0.156462	0	0	0.060211	0	0	0
TXNIP	45.452415	174.733971	190.991683	33.499019	256.929735	24.599347	84.005249
AP006587.6	0	0	0	0	0	0	0
AC002091.1	0.21225	0.810793	0.510899	0.16877	1.261731	0.640275	0.422677
MIR4725	0	0	0.958201	0	0	0	0
AC074237.1	0	0	0	0	0	0	0
MIR544B	0	0	0	0	0	0	0
AC103810.3	0	0	0	0	0	0	0
AC022809.1	0.055182	0	0.029325	0.043217	0.098581	0	0.077485
MIR4735	0	0	0	0	0	0	0
AC011933.4	0	0.055784	0	0	0.054315	0.035515	0
MIR4519	0	0	0	0	0	0	0
ESRG	0.004183	0.008716	0.034146	0.003392	0.021888	0.17337	0.044036
MIR5694	0	0	0	0	0	0	0
AC090365.1	0	0	0	0	0	0	0
AC069114.1	0	0	0	0	0	0	0
MIR3671	0	0	0	0	0	0	0
AC091059.1	0	0	0	0	0	0	0
AC109315.1	0	0	0	0	0	0.022388	0
MIR4488	0	0	0	0	0	0	0
AC087393.3	0	0	0	0	0	0	0
GATA6-AS1	0.097378	0.323026	0.282507	0.25544	1.118189	0.115488	1.839431
MIR4764	0	0	0	0	0	0	0
LINC02079	0	0	0	0	0	0	0
AC103808.4	0	0	0	0	0	0	0
MIR4309	0	0	0	0	0	0	0
MIR548Z	0	0	0	0	0	0	0
MIR4477B	0	0	0	0	0	0	0
MIR3609	0	0	0	0	0	0	0.793797
SRGAP2	14.088652	30.000262	34.315007	15.489098	26.653305	21.43669	44.613662
AC016888.1	0.13835	0.132289	0.211773	0.440283	0.162704	0.259802	0.077711
MIR4659A	0	0	0	0	0	0	0
MIR4690	0	0	0	0	0	0	0
AC015818.7	0	0	0	0	0	0	0
MIR3649	0	0	0	0	0	0	0
AC091178.1	0	0	0	0	0	0	0
AP001011.1	0	0	0	0	0	0.050587	0
AC233702.6	0	0	0	0	0	0	0
MIR4500	0	0	0	0	0	0	0
NDUFV2-AS1	0.626214	1.521069	1.221624	0.43455	2.532126	1.679565	3.292774
RN7SL140P	0	0	0	0	0	0.060536	0
AP005202.2	0	0	0	0	0	0	0
POLRMTP1	0.007177	0	0.129899	0.04688	0.198941	0.208295	0.012327
MIR3617	0	0	0	0	0	0	0
MIR5693	0	0	0	0	0	0	0
BAHCC1	2.131724	3.634984	7.057881	3.562023	4.52385	4.88405	6.15454
RN7SL574P	0.336156	0.096039	0.276817	0.084368	0.092924	0.178295	0.285316
AC004805.1	0	0	0.1387	0	0.153374	0.016975	0
MIR4432	0	0	0	0	0	0	0
SNORA59B	1.055583	1.184595	1.508596	0.601396	1.258481	0.979128	1.860196
AC015813.2	14.798786	1.989969	2.133069	0.589152	3.160168	1.994078	1.161528
AC004585.1	0.211194	1.212086	0.484792	0.110693	2.773571	0.186341	0.234579
RASSF5	2.128583	18.812395	13.129364	4.139151	30.110634	2.559131	7.741331
MIR5192	0	1.620496	0	0	0	0	0
